,Car_Price,Car_Year,Car_Kms,Car_Model,Car_Fuel,Car_Location,Car_Company
10410,945000,2017,28787,Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,Petrol,Bangalore,Volkswagen
10411,325000,2007,76890,Honda City ZX VTEC,Petrol,Bangalore,Honda
10412,2600000,2013,66000,BMW 7 Series 730Ld Sedan,Diesel,Bangalore,BMW
10413,1250000,2016,35084,Hyundai Creta 1.6 SX Plus Special Edition,Diesel,Bangalore,Hyundai
10414,1345000,2018,36994,Hyundai Creta SX 1.6 (O) Petrol,Petrol,Bangalore,Hyundai
10415,935000,2018,30366,Maruti Suzuki Vitara Brezza VDi,Diesel,Bangalore,Maruti Suzuki
10416,1175000,2017,31663,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10417,1145000,2017,61315,Hyundai Creta 1.6 SX Plus Petrol,Petrol,Bangalore,Hyundai
10418,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10419,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10420,1395000,2018,36412,Hyundai Creta 1.6 SX Plus AT Petrol,Petrol,Bangalore,Hyundai
10421,1595000,2018,54583,Mahindra XUV500 W10,Diesel,Bangalore,Mahindra
10422,1345000,2017,52165,Hyundai Creta 1.6 S Plus AT,Diesel,Bangalore,Hyundai
10423,599000,2017,35876,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10424,735000,2017,33984,Maruti Suzuki Baleno Alpha 1.2,Petrol,Bangalore,Maruti Suzuki
10425,585000,2017,27805,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10426,1450000,2018,26966,Hyundai Creta SX 1.6 AT Petrol,Petrol,Bangalore,Hyundai
10427,695000,2016,47057,Maruti Suzuki Swift Dzire VXI AT ABS,Petrol,Bangalore,Maruti Suzuki
10428,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10429,1399000,2013,94055,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10430,1265000,2015,25112,Toyota Corolla Altis VL AT Petrol,Petrol,Bangalore,Toyota
10431,745000,2019,18680,Maruti Suzuki Swift VXi AMT,Petrol,Bangalore,Maruti Suzuki
10432,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10433,1145000,2017,61307,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10434,1795000,2018,53769,Mahindra XUV500 W11 AT,Diesel,Bangalore,Mahindra
10435,745000,2015,61003,Skoda Rapid 1.5 TDI CR Elegance AT,Diesel,Bangalore,Skoda
10436,1399000,2013,94030,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10437,2150000,2021,10867,MG Hector Sharp 2.0 Diesel ,Diesel,Bangalore,MG
10438,325000,2007,76890,Honda City ZX VTEC,Petrol,Bangalore,Honda
10439,715000,2015,58800,Honda City V,Petrol,Bangalore,Honda
10440,325000,2006,133938,Honda City ZX GXi,Petrol,Bangalore,Honda
10442,1345000,2018,36994,Hyundai Creta SX 1.6 (O) Petrol,Petrol,Bangalore,Hyundai
10443,895000,2014,61873,Toyota Corolla Altis 1.8 G AT,Petrol,Bangalore,Toyota
10444,535000,2015,58671,Hyundai Grand i10 Asta 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10445,1250000,2016,35084,Hyundai Creta 1.6 SX Plus Special Edition,Diesel,Bangalore,Hyundai
10446,935000,2018,30366,Maruti Suzuki Vitara Brezza VDi,Diesel,Bangalore,Maruti Suzuki
10447,1175000,2017,31663,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10448,1145000,2017,61315,Hyundai Creta 1.6 SX Plus Petrol,Petrol,Bangalore,Hyundai
10449,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10450,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10451,1395000,2018,36412,Hyundai Creta 1.6 SX Plus AT Petrol,Petrol,Bangalore,Hyundai
10452,1345000,2017,52165,Hyundai Creta 1.6 S Plus AT,Diesel,Bangalore,Hyundai
10453,1595000,2018,54583,Mahindra XUV500 W10,Diesel,Bangalore,Mahindra
10454,599000,2017,35876,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10455,585000,2017,27805,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10456,735000,2017,33984,Maruti Suzuki Baleno Alpha 1.2,Petrol,Bangalore,Maruti Suzuki
10457,695000,2016,47057,Maruti Suzuki Swift Dzire VXI AT ABS,Petrol,Bangalore,Maruti Suzuki
10458,1450000,2018,26966,Hyundai Creta SX 1.6 AT Petrol,Petrol,Bangalore,Hyundai
10459,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10460,1399000,2013,94055,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10461,1265000,2015,25112,Toyota Corolla Altis VL AT Petrol,Petrol,Bangalore,Toyota
10462,745000,2019,18680,Maruti Suzuki Swift VXi AMT,Petrol,Bangalore,Maruti Suzuki
10463,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10464,1145000,2017,61307,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10465,1795000,2018,53769,Mahindra XUV500 W11 AT,Diesel,Bangalore,Mahindra
10466,745000,2015,61003,Skoda Rapid 1.5 TDI CR Elegance AT,Diesel,Bangalore,Skoda
10467,1399000,2013,94030,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10468,750000,2018,23000,Maruti Suzuki Baleno Zeta,Petrol,Bangalore,Maruti Suzuki
10469,2900000,2017,28000,Toyota Fortuner 2.8 4x2 AT ,Diesel,Bangalore,Toyota
10470,325000,2006,133938,Honda City ZX GXi,Petrol,Bangalore,Honda
10471,590000,2018,13904,Maruti Suzuki Ignis Delta 1.2 MT,Petrol,Bangalore,Maruti Suzuki
10472,1345000,2018,36994,Hyundai Creta SX 1.6 (O) Petrol,Petrol,Bangalore,Hyundai
10473,520000,2008,57000,Toyota Corolla Altis 1.8 VL AT,Petrol,Bangalore,Toyota
10474,1075000,2014,77000,Toyota Corolla Altis 1.8 VL AT,Petrol,Bangalore,Toyota
10475,475000,2017,49800,Maruti Suzuki Wagon R 1.0 VXI+ (O),Petrol,Bangalore,Maruti Suzuki
10476,1250000,2016,35084,Hyundai Creta 1.6 SX Plus Special Edition,Diesel,Bangalore,Hyundai
10477,935000,2018,30366,Maruti Suzuki Vitara Brezza VDi,Diesel,Bangalore,Maruti Suzuki
10478,1175000,2017,31663,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10479,1145000,2017,61315,Hyundai Creta 1.6 SX Plus Petrol,Petrol,Bangalore,Hyundai
10480,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10481,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10482,1395000,2018,36412,Hyundai Creta 1.6 SX Plus AT Petrol,Petrol,Bangalore,Hyundai
10483,1345000,2017,52165,Hyundai Creta 1.6 S Plus AT,Diesel,Bangalore,Hyundai
10484,1595000,2018,54583,Mahindra XUV500 W10,Diesel,Bangalore,Mahindra
10485,599000,2017,35876,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10486,585000,2017,27805,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10487,735000,2017,33984,Maruti Suzuki Baleno Alpha 1.2,Petrol,Bangalore,Maruti Suzuki
10488,695000,2016,47057,Maruti Suzuki Swift Dzire VXI AT ABS,Petrol,Bangalore,Maruti Suzuki
10489,1450000,2018,26966,Hyundai Creta SX 1.6 AT Petrol,Petrol,Bangalore,Hyundai
10490,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10491,1399000,2013,94055,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10492,1265000,2015,25112,Toyota Corolla Altis VL AT Petrol,Petrol,Bangalore,Toyota
10493,745000,2019,18680,Maruti Suzuki Swift VXi AMT,Petrol,Bangalore,Maruti Suzuki
10494,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10495,1145000,2017,61307,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10496,1795000,2018,53769,Mahindra XUV500 W11 AT,Diesel,Bangalore,Mahindra
10497,745000,2015,61003,Skoda Rapid 1.5 TDI CR Elegance AT,Diesel,Bangalore,Skoda
10498,1399000,2013,94030,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10499,345000,2017,42305,Maruti Suzuki Alto 800 Vxi,Petrol,Bangalore,Maruti Suzuki
10500,2150000,2021,10867,MG Hector Sharp 2.0 Diesel ,Diesel,Bangalore,MG
10501,1345000,2018,36994,Hyundai Creta SX 1.6 (O) Petrol,Petrol,Bangalore,Hyundai
10502,325000,2006,133938,Honda City ZX GXi,Petrol,Bangalore,Honda
10503,600000,2016,47120,Hyundai Elite i20 Sportz 1.2 ,Petrol,Bangalore,Hyundai
10504,699000,2018,37422,Maruti Suzuki Baleno Delta 1.2,Petrol,Bangalore,Maruti Suzuki
10505,3420000,2016,55000,Audi A6 35 TDI Matrix,Diesel,Bangalore,Audi
10506,3600000,2018,30000,Toyota Fortuner 2.8 4x4 AT ,Diesel,Bangalore,Toyota
10507,1250000,2016,35084,Hyundai Creta 1.6 SX Plus Special Edition,Diesel,Bangalore,Hyundai
10508,935000,2018,30366,Maruti Suzuki Vitara Brezza VDi,Diesel,Bangalore,Maruti Suzuki
10509,1175000,2017,31663,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10510,1145000,2017,61315,Hyundai Creta 1.6 SX Plus Petrol,Petrol,Bangalore,Hyundai
10511,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10512,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10513,1395000,2018,36412,Hyundai Creta 1.6 SX Plus AT Petrol,Petrol,Bangalore,Hyundai
10514,1345000,2017,52165,Hyundai Creta 1.6 S Plus AT,Diesel,Bangalore,Hyundai
10515,1595000,2018,54583,Mahindra XUV500 W10,Diesel,Bangalore,Mahindra
10516,599000,2017,35876,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10517,585000,2017,27805,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10518,735000,2017,33984,Maruti Suzuki Baleno Alpha 1.2,Petrol,Bangalore,Maruti Suzuki
10519,695000,2016,47057,Maruti Suzuki Swift Dzire VXI AT ABS,Petrol,Bangalore,Maruti Suzuki
10520,1450000,2018,26966,Hyundai Creta SX 1.6 AT Petrol,Petrol,Bangalore,Hyundai
10521,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10522,1399000,2013,94055,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10523,1265000,2015,25112,Toyota Corolla Altis VL AT Petrol,Petrol,Bangalore,Toyota
10524,745000,2019,18680,Maruti Suzuki Swift VXi AMT,Petrol,Bangalore,Maruti Suzuki
10525,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10526,1145000,2017,61307,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10527,1795000,2018,53769,Mahindra XUV500 W11 AT,Diesel,Bangalore,Mahindra
10528,745000,2015,61003,Skoda Rapid 1.5 TDI CR Elegance AT,Diesel,Bangalore,Skoda
10529,1399000,2013,94030,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10530,540000,2016,40307,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,Petrol,Bangalore,Hyundai
10531,935000,2018,31000,Maruti Suzuki Vitara Brezza VDi AGS,Diesel,Bangalore,Maruti Suzuki
10532,1195000,2013,54184,Skoda Octavia Ambition 2.0 TDI,Diesel,Bangalore,Skoda
10533,1045000,2020,10701,Ford EcoSport Titanium 1.5L TDCi,Diesel,Bangalore,Ford
10534,325000,2006,133938,Honda City ZX GXi,Petrol,Bangalore,Honda
10535,345000,2017,42305,Maruti Suzuki Alto 800 Vxi,Petrol,Bangalore,Maruti Suzuki
10536,625000,2016,42123,Honda Jazz S AT ,Petrol,Bangalore,Honda
10537,325000,2007,76890,Honda City ZX VTEC,Petrol,Bangalore,Honda
10538,1250000,2016,35084,Hyundai Creta 1.6 SX Plus Special Edition,Diesel,Bangalore,Hyundai
10539,1345000,2018,36994,Hyundai Creta SX 1.6 (O) Petrol,Petrol,Bangalore,Hyundai
10540,935000,2018,30366,Maruti Suzuki Vitara Brezza VDi,Diesel,Bangalore,Maruti Suzuki
10541,1175000,2017,31663,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10542,1145000,2017,61315,Hyundai Creta 1.6 SX Plus Petrol,Petrol,Bangalore,Hyundai
10543,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10544,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10545,1395000,2018,36412,Hyundai Creta 1.6 SX Plus AT Petrol,Petrol,Bangalore,Hyundai
10546,1595000,2018,54583,Mahindra XUV500 W10,Diesel,Bangalore,Mahindra
10547,1345000,2017,52165,Hyundai Creta 1.6 S Plus AT,Diesel,Bangalore,Hyundai
10548,599000,2017,35876,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10549,735000,2017,33984,Maruti Suzuki Baleno Alpha 1.2,Petrol,Bangalore,Maruti Suzuki
10550,585000,2017,27805,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10551,1450000,2018,26966,Hyundai Creta SX 1.6 AT Petrol,Petrol,Bangalore,Hyundai
10552,695000,2016,47057,Maruti Suzuki Swift Dzire VXI AT ABS,Petrol,Bangalore,Maruti Suzuki
10553,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10554,1399000,2013,94055,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10555,1265000,2015,25112,Toyota Corolla Altis VL AT Petrol,Petrol,Bangalore,Toyota
10556,745000,2019,18680,Maruti Suzuki Swift VXi AMT,Petrol,Bangalore,Maruti Suzuki
10557,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10558,1145000,2017,61307,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10559,1795000,2018,53769,Mahindra XUV500 W11 AT,Diesel,Bangalore,Mahindra
10560,745000,2015,61003,Skoda Rapid 1.5 TDI CR Elegance AT,Diesel,Bangalore,Skoda
10561,1399000,2013,94030,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10562,1345000,2018,36994,Hyundai Creta SX 1.6 (O) Petrol,Petrol,Bangalore,Hyundai
10563,325000,2006,133938,Honda City ZX GXi,Petrol,Bangalore,Honda
10564,665000,2012,58300,Maruti Suzuki Ertiga ZDi,Diesel,Bangalore,Maruti Suzuki
10565,535000,2015,58671,Hyundai Grand i10 Asta 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10566,575000,2009,61939,Honda Accord 2.4 MT,Petrol,Bangalore,Honda
10567,520000,2008,57000,Toyota Corolla Altis 1.8 VL AT,Petrol,Bangalore,Toyota
10568,2100000,2020,8000,Kia Seltos GTX Plus AT 1.5 Diesel ,Diesel,Bangalore,Kia
10569,650000,2013,56000,Maruti Suzuki Ertiga ZDi,Diesel,Bangalore,Maruti Suzuki
10570,1250000,2016,35084,Hyundai Creta 1.6 SX Plus Special Edition,Diesel,Bangalore,Hyundai
10571,935000,2018,30366,Maruti Suzuki Vitara Brezza VDi,Diesel,Bangalore,Maruti Suzuki
10572,1175000,2017,31663,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10573,1145000,2017,61315,Hyundai Creta 1.6 SX Plus Petrol,Petrol,Bangalore,Hyundai
10574,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10575,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10576,1395000,2018,36412,Hyundai Creta 1.6 SX Plus AT Petrol,Petrol,Bangalore,Hyundai
10577,1345000,2017,52165,Hyundai Creta 1.6 S Plus AT,Diesel,Bangalore,Hyundai
10578,1595000,2018,54583,Mahindra XUV500 W10,Diesel,Bangalore,Mahindra
10579,599000,2017,35876,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10580,585000,2017,27805,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10581,735000,2017,33984,Maruti Suzuki Baleno Alpha 1.2,Petrol,Bangalore,Maruti Suzuki
10582,695000,2016,47057,Maruti Suzuki Swift Dzire VXI AT ABS,Petrol,Bangalore,Maruti Suzuki
10583,1450000,2018,26966,Hyundai Creta SX 1.6 AT Petrol,Petrol,Bangalore,Hyundai
10584,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10585,1399000,2013,94055,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10586,1265000,2015,25112,Toyota Corolla Altis VL AT Petrol,Petrol,Bangalore,Toyota
10587,745000,2019,18680,Maruti Suzuki Swift VXi AMT,Petrol,Bangalore,Maruti Suzuki
10588,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10589,1145000,2017,61307,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10590,1795000,2018,53769,Mahindra XUV500 W11 AT,Diesel,Bangalore,Mahindra
10591,745000,2015,61003,Skoda Rapid 1.5 TDI CR Elegance AT,Diesel,Bangalore,Skoda
10592,1399000,2013,94030,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10593,1345000,2018,36994,Hyundai Creta SX 1.6 (O) Petrol,Petrol,Bangalore,Hyundai
10594,1050000,2018,24000,Maruti Suzuki Ciaz Alpha Hybrid 1.5 AT ,Petrol,Bangalore,Maruti Suzuki
10595,770000,2018,70000,Maruti Suzuki Dzire VDi,Diesel,Bangalore,Maruti Suzuki
10596,2150000,2021,10867,MG Hector Sharp 2.0 Diesel ,Diesel,Bangalore,MG
10597,2600000,2015,97442,Land Rover Range Rover Evoque Dynamic SD4,Diesel,Bangalore,Land Rover
10598,325000,2007,76890,Honda City ZX VTEC,Petrol,Bangalore,Honda
10599,695000,2017,50000,Hyundai Elite i20 Sportz 1.2,Petrol,Bangalore,Hyundai
10601,1250000,2016,35084,Hyundai Creta 1.6 SX Plus Special Edition,Diesel,Bangalore,Hyundai
10602,935000,2018,30366,Maruti Suzuki Vitara Brezza VDi,Diesel,Bangalore,Maruti Suzuki
10603,1175000,2017,31663,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10604,1145000,2017,61315,Hyundai Creta 1.6 SX Plus Petrol,Petrol,Bangalore,Hyundai
10605,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10606,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10607,1395000,2018,36412,Hyundai Creta 1.6 SX Plus AT Petrol,Petrol,Bangalore,Hyundai
10608,1345000,2017,52165,Hyundai Creta 1.6 S Plus AT,Diesel,Bangalore,Hyundai
10609,1595000,2018,54583,Mahindra XUV500 W10,Diesel,Bangalore,Mahindra
10610,599000,2017,35876,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10611,585000,2017,27805,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10612,735000,2017,33984,Maruti Suzuki Baleno Alpha 1.2,Petrol,Bangalore,Maruti Suzuki
10613,695000,2016,47057,Maruti Suzuki Swift Dzire VXI AT ABS,Petrol,Bangalore,Maruti Suzuki
10614,1450000,2018,26966,Hyundai Creta SX 1.6 AT Petrol,Petrol,Bangalore,Hyundai
10615,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10616,1399000,2013,94055,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10617,1265000,2015,25112,Toyota Corolla Altis VL AT Petrol,Petrol,Bangalore,Toyota
10618,745000,2019,18680,Maruti Suzuki Swift VXi AMT,Petrol,Bangalore,Maruti Suzuki
10619,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10620,1145000,2017,61307,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10621,1795000,2018,53769,Mahindra XUV500 W11 AT,Diesel,Bangalore,Mahindra
10622,745000,2015,61003,Skoda Rapid 1.5 TDI CR Elegance AT,Diesel,Bangalore,Skoda
10623,1399000,2013,94030,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10624,325000,2006,133938,Honda City ZX GXi,Petrol,Bangalore,Honda
10625,1045000,2020,10701,Ford EcoSport Titanium 1.5L TDCi,Diesel,Bangalore,Ford
10626,805000,2019,20495,Hyundai Elite i20 Asta 1.2 ,Petrol,Bangalore,Hyundai
10627,1645000,2020,34953,Kia Seltos HTX Plus 1.5 Diesel ,Diesel,Bangalore,Kia
10628,985000,2020,9044,Kia Sonet HTK Plus 1.2 ,Petrol,Bangalore,Kia
10629,1845000,2017,35798,Toyota Innova Crysta 2.8 GX AT 7 STR ,Diesel,Bangalore,Toyota
10630,770000,2019,18000,Hyundai Grand i10 Nios Asta 1.2 Kappa VTVT,Petrol,Bangalore,Hyundai
10631,1100000,2020,12250,Hyundai Venue SX 1.0 Petrol ,Petrol,Bangalore,Hyundai
10632,1250000,2016,35084,Hyundai Creta 1.6 SX Plus Special Edition,Diesel,Bangalore,Hyundai
10633,1345000,2018,36994,Hyundai Creta SX 1.6 (O) Petrol,Petrol,Bangalore,Hyundai
10634,935000,2018,30366,Maruti Suzuki Vitara Brezza VDi,Diesel,Bangalore,Maruti Suzuki
10635,1175000,2017,31663,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10636,1145000,2017,61315,Hyundai Creta 1.6 SX Plus Petrol,Petrol,Bangalore,Hyundai
10637,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10638,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10639,1395000,2018,36412,Hyundai Creta 1.6 SX Plus AT Petrol,Petrol,Bangalore,Hyundai
10640,1595000,2018,54583,Mahindra XUV500 W10,Diesel,Bangalore,Mahindra
10641,1345000,2017,52165,Hyundai Creta 1.6 S Plus AT,Diesel,Bangalore,Hyundai
10642,599000,2017,35876,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10643,735000,2017,33984,Maruti Suzuki Baleno Alpha 1.2,Petrol,Bangalore,Maruti Suzuki
10644,585000,2017,27805,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10645,1450000,2018,26966,Hyundai Creta SX 1.6 AT Petrol,Petrol,Bangalore,Hyundai
10646,695000,2016,47057,Maruti Suzuki Swift Dzire VXI AT ABS,Petrol,Bangalore,Maruti Suzuki
10647,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10648,1399000,2013,94055,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10649,1265000,2015,25112,Toyota Corolla Altis VL AT Petrol,Petrol,Bangalore,Toyota
10650,745000,2019,18680,Maruti Suzuki Swift VXi AMT,Petrol,Bangalore,Maruti Suzuki
10651,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10652,1145000,2017,61307,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10653,1795000,2018,53769,Mahindra XUV500 W11 AT,Diesel,Bangalore,Mahindra
10654,745000,2015,61003,Skoda Rapid 1.5 TDI CR Elegance AT,Diesel,Bangalore,Skoda
10655,1399000,2013,94030,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10656,465000,2019,21622,Renault Kwid CLIMBER 1.0 AMT,Petrol,Bangalore,Renault
10657,325000,2007,76890,Honda City ZX VTEC,Petrol,Bangalore,Honda
10658,1900000,2019,22000,Kia Seltos HTX Plus AT 1.5 Diesel ,Diesel,Bangalore,Kia
10659,695000,2016,47057,Maruti Suzuki Swift Dzire VXI AT ABS,Petrol,Bangalore,Maruti Suzuki
10660,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10661,325000,2006,133938,Honda City ZX GXi,Petrol,Bangalore,Honda
10663,569000,2015,13065,Hyundai Elite i20 Magna 1.2,Petrol,Bangalore,Hyundai
10664,1345000,2018,36994,Hyundai Creta SX 1.6 (O) Petrol,Petrol,Bangalore,Hyundai
10665,1250000,2016,35084,Hyundai Creta 1.6 SX Plus Special Edition,Diesel,Bangalore,Hyundai
10666,935000,2018,30366,Maruti Suzuki Vitara Brezza VDi,Diesel,Bangalore,Maruti Suzuki
10667,1175000,2017,31663,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10668,1145000,2017,61315,Hyundai Creta 1.6 SX Plus Petrol,Petrol,Bangalore,Hyundai
10669,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10670,1395000,2018,55699,Hyundai Creta SX 1.6 CRDi (O),Diesel,Bangalore,Hyundai
10671,1395000,2018,36412,Hyundai Creta 1.6 SX Plus AT Petrol,Petrol,Bangalore,Hyundai
10672,1595000,2018,54583,Mahindra XUV500 W10,Diesel,Bangalore,Mahindra
10673,1345000,2017,52165,Hyundai Creta 1.6 S Plus AT,Diesel,Bangalore,Hyundai
10674,735000,2017,33984,Maruti Suzuki Baleno Alpha 1.2,Petrol,Bangalore,Maruti Suzuki
10675,599000,2017,35876,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10676,585000,2017,27805,Hyundai Grand i10 Sportz 1.2 Kappa VTVT ,Petrol,Bangalore,Hyundai
10677,1450000,2018,26966,Hyundai Creta SX 1.6 AT Petrol,Petrol,Bangalore,Hyundai
10678,1399000,2013,94055,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
10679,745000,2019,18680,Maruti Suzuki Swift VXi AMT,Petrol,Bangalore,Maruti Suzuki
10680,1265000,2015,25112,Toyota Corolla Altis VL AT Petrol,Petrol,Bangalore,Toyota
10681,1425000,2018,53636,Mahindra XUV500 W7 ,Diesel,Bangalore,Mahindra
10682,1145000,2017,61307,Hyundai Creta SX Plus 1.6  Petrol,Petrol,Bangalore,Hyundai
10683,1795000,2018,53769,Mahindra XUV500 W11 AT,Diesel,Bangalore,Mahindra
10684,745000,2015,61003,Skoda Rapid 1.5 TDI CR Elegance AT,Diesel,Bangalore,Skoda
10685,1399000,2013,94030,Honda CR-V 2.4L 4WD AVN,Petrol,Bangalore,Honda
