,Car_Price,Car_Year,Car_Kms,Car_Model,Car_Fuel,Car_Location,Car_Company
0,12500000,2019,22000,Land Rover Range Rover Sport SE 3.0 Diesel ,Diesel,Delhi,Land Rover
1,1190000,2012,56000,BMW 5 Series 520d Sedan,Diesel,Delhi,BMW
2,1200000,2018,42426,Hyundai Creta SX 1.6 CRDi (O),Diesel,Delhi,Hyundai
3,230000,2013,64717,Hyundai Eon 1.0 Kappa Magna + ,Petrol,Delhi,Hyundai
4,345000,2015,49000,Maruti Suzuki Celerio VXi AMT ABS,Petrol,Delhi,Maruti Suzuki
5,1695000,2020,10300,MG Hector Smart 1.5 DCT Petrol ,Petrol,Delhi,MG
6,310000,2010,73000,Honda City 1.5 V MT,Petrol,Delhi,Honda
7,2600000,2018,17500,Mercedes-Benz CLA 200 D Urban Sport,Diesel,Delhi,Mercedes-Benz
8,215000,2013,56567,Maruti Suzuki Estilo LXi BS-IV,Petrol,Delhi,Maruti Suzuki
9,475000,2019,11733,Tata Tiago Revotron XZ,Petrol,Delhi,Tata
10,925000,2015,790000,Toyota Innova 2.5 G BS IV 7 STR,Diesel,Delhi,Toyota
11,150000,2009,43000,Hyundai Santro Xing GLS,Petrol,Delhi,Hyundai
12,365000,2014,51000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
13,595000,2018,19013,Maruti Suzuki Dzire VXi,Petrol,Delhi,Maruti Suzuki
14,265000,2013,68010,Hyundai i20 Magna 1.4 CRDI,Diesel,Delhi,Hyundai
15,735000,2017,42000,Maruti Suzuki Ciaz Zeta 1.4 MT,Petrol,Delhi,Maruti Suzuki
16,550000,2016,49153,Ford EcoSport Titanium 1.5L TDCi,Diesel,Delhi,Ford
17,245000,2016,40822,Datsun redi-GO T ,Petrol,Delhi,Datsun
18,270000,2015,28765,Maruti Suzuki Alto K10 VXi (O) ,Petrol,Delhi,Maruti Suzuki
19,295000,2012,41000,Honda Brio S MT,Petrol,Delhi,Honda
20,525000,2017,27168,Volkswagen Polo Allstar 1.2 (P),Petrol,Delhi,Volkswagen
21,375000,2014,57000,Maruti Suzuki Swift DZire VDI,Diesel,Delhi,Maruti Suzuki
22,400000,2016,33577,Maruti Suzuki Celerio ZXi AMT ,Petrol,Delhi,Maruti Suzuki
23,485000,2015,42000,Honda Jazz V Petrol,Petrol,Delhi,Honda
24,495000,2014,78000,Ford EcoSport Titanium 1.5 TDCi,Diesel,Delhi,Ford
25,880000,2019,5000,Hyundai Elite i20 Asta 1.2 (O) CVT ,Petrol,Delhi,Hyundai
26,250000,2014,4800,Maruti Suzuki Alto 800 Vxi,Petrol,Delhi,Maruti Suzuki
27,1595000,2018,82569,Toyota Innova Crysta 2.8 GX AT 7 STR ,Diesel,Delhi,Toyota
28,585000,2017,14500,Maruti Suzuki Dzire ZXi Plus,Petrol,Delhi,Maruti Suzuki
29,625000,2016,48000,Volkswagen Polo GT TSI,Petrol,Delhi,Volkswagen
30,500000,2012,70000,Hyundai Elantra 1.8 SX MT,Petrol,Delhi,Hyundai
31,375000,2016,61000,Hyundai i10 1.1L iRDE Magna Special Edition,Petrol,Delhi,Hyundai
32,599000,2015,67000,Volkswagen Vento Highline Diesel AT,Diesel,Delhi,Volkswagen
33,699000,2015,80000,Mahindra XUV500 W8 ,Diesel,Delhi,Mahindra
34,450000,2013,41931,Hyundai Verna Fluidic 1.6 VTVT SX,Petrol,Delhi,Hyundai
35,275000,2012,53000,Honda Brio S MT,Petrol,Delhi,Honda
36,625000,2015,48288,Maruti Suzuki Ciaz VXi,Petrol,Delhi,Maruti Suzuki
37,4350000,2017,13000,BMW 5 Series 520d Luxury Line ,Diesel,Delhi,BMW
38,230000,2013,64717,Hyundai Eon 1.0 Kappa Magna + ,Petrol,Delhi,Hyundai
39,365000,2014,40000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
40,215000,2013,56567,Maruti Suzuki Estilo LXi BS-IV,Petrol,Delhi,Maruti Suzuki
41,475000,2019,11733,Tata Tiago Revotron XZ,Petrol,Delhi,Tata
42,925000,2015,790000,Toyota Innova 2.5 G BS IV 7 STR,Diesel,Delhi,Toyota
43,150000,2009,43000,Hyundai Santro Xing GLS,Petrol,Delhi,Hyundai
44,365000,2014,51000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
45,265000,2013,68010,Hyundai i20 Magna 1.4 CRDI,Diesel,Delhi,Hyundai
46,595000,2018,19013,Maruti Suzuki Dzire VXi,Petrol,Delhi,Maruti Suzuki
47,250000,2014,4800,Maruti Suzuki Alto 800 Vxi,Petrol,Delhi,Maruti Suzuki
48,880000,2019,5000,Hyundai Elite i20 Asta 1.2 (O) CVT ,Petrol,Delhi,Hyundai
49,1595000,2018,82569,Toyota Innova Crysta 2.8 GX AT 7 STR ,Diesel,Delhi,Toyota
50,585000,2017,14500,Maruti Suzuki Dzire ZXi Plus,Petrol,Delhi,Maruti Suzuki
51,375000,2016,61000,Hyundai i10 1.1L iRDE Magna Special Edition,Petrol,Delhi,Hyundai
52,965000,2019,8000,Hyundai Verna EX 1.4 CRDi,Diesel,Delhi,Hyundai
53,165000,2010,70000,Maruti Suzuki Wagon R 1.0 VXi,Petrol,Delhi,Maruti Suzuki
54,550000,2016,49153,Ford EcoSport Titanium 1.5L TDCi,Diesel,Delhi,Ford
55,245000,2016,40822,Datsun redi-GO T ,Petrol,Delhi,Datsun
56,375000,2014,57000,Maruti Suzuki Swift DZire VDI,Diesel,Delhi,Maruti Suzuki
57,270000,2015,28765,Maruti Suzuki Alto K10 VXi (O) ,Petrol,Delhi,Maruti Suzuki
58,485000,2015,42000,Honda Jazz V Petrol,Petrol,Delhi,Honda
59,295000,2012,41000,Honda Brio S MT,Petrol,Delhi,Honda
60,495000,2014,78000,Ford EcoSport Titanium 1.5 TDCi,Diesel,Delhi,Ford
61,525000,2017,27168,Volkswagen Polo Allstar 1.2 (P),Petrol,Delhi,Volkswagen
62,400000,2016,33577,Maruti Suzuki Celerio ZXi AMT ,Petrol,Delhi,Maruti Suzuki
63,735000,2017,42000,Maruti Suzuki Ciaz Zeta 1.4 MT,Petrol,Delhi,Maruti Suzuki
64,599000,2016,68000,Renault Duster 110 PS RXL 4X2 AMT ,Diesel,Delhi,Renault
65,475000,2019,11733,Tata Tiago Revotron XZ,Petrol,Delhi,Tata
66,265000,2016,66170,Renault Kwid RXT ,Petrol,Delhi,Renault
67,375000,2017,77000,Maruti Suzuki Wagon R 1.0 VXI,Petrol,Delhi,Maruti Suzuki
68,550000,2014,65000,Nissan Terrano XV D THP 110 PS,Diesel,Delhi,Nissan
69,370000,2013,62000,Honda Brio VX AT,Petrol,Delhi,Honda
70,6500000,2017,57000,Mercedes-Benz GLS 350 d,Diesel,Delhi,Mercedes-Benz
71,699000,2015,80000,Mahindra XUV500 W8 ,Diesel,Delhi,Mahindra
72,215000,2013,56567,Maruti Suzuki Estilo LXi BS-IV,Petrol,Delhi,Maruti Suzuki
73,150000,2009,43000,Hyundai Santro Xing GLS,Petrol,Delhi,Hyundai
74,925000,2015,790000,Toyota Innova 2.5 G BS IV 7 STR,Diesel,Delhi,Toyota
75,365000,2014,51000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
76,265000,2013,68010,Hyundai i20 Magna 1.4 CRDI,Diesel,Delhi,Hyundai
77,595000,2018,19013,Maruti Suzuki Dzire VXi,Petrol,Delhi,Maruti Suzuki
78,250000,2014,4800,Maruti Suzuki Alto 800 Vxi,Petrol,Delhi,Maruti Suzuki
79,585000,2017,14500,Maruti Suzuki Dzire ZXi Plus,Petrol,Delhi,Maruti Suzuki
80,1595000,2018,82569,Toyota Innova Crysta 2.8 GX AT 7 STR ,Diesel,Delhi,Toyota
81,880000,2019,5000,Hyundai Elite i20 Asta 1.2 (O) CVT ,Petrol,Delhi,Hyundai
82,735000,2017,42000,Maruti Suzuki Ciaz Zeta 1.4 MT,Petrol,Delhi,Maruti Suzuki
83,550000,2016,49153,Ford EcoSport Titanium 1.5L TDCi,Diesel,Delhi,Ford
84,245000,2016,40822,Datsun redi-GO T ,Petrol,Delhi,Datsun
85,525000,2017,27168,Volkswagen Polo Allstar 1.2 (P),Petrol,Delhi,Volkswagen
86,375000,2014,57000,Maruti Suzuki Swift DZire VDI,Diesel,Delhi,Maruti Suzuki
87,400000,2016,33577,Maruti Suzuki Celerio ZXi AMT ,Petrol,Delhi,Maruti Suzuki
88,270000,2015,28765,Maruti Suzuki Alto K10 VXi (O) ,Petrol,Delhi,Maruti Suzuki
89,295000,2012,41000,Honda Brio S MT,Petrol,Delhi,Honda
90,485000,2015,42000,Honda Jazz V Petrol,Petrol,Delhi,Honda
91,495000,2014,78000,Ford EcoSport Titanium 1.5 TDCi,Diesel,Delhi,Ford
92,165000,2010,70000,Maruti Suzuki Wagon R 1.0 VXi,Petrol,Delhi,Maruti Suzuki
93,625000,2016,48000,Volkswagen Polo GT TSI,Petrol,Delhi,Volkswagen
94,500000,2012,70000,Hyundai Elantra 1.8 SX MT,Petrol,Delhi,Hyundai
95,2399000,2014,70000,Mercedes-Benz M-Class ML 350 CDI,Diesel,Delhi,Mercedes-Benz
96,475000,2019,11733,Tata Tiago Revotron XZ,Petrol,Delhi,Tata
97,215000,2013,56567,Maruti Suzuki Estilo LXi BS-IV,Petrol,Delhi,Maruti Suzuki
98,495000,2019,38000,Volkswagen Ameo Trendline 1.2L (P),Petrol,Delhi,Volkswagen
99,230000,2013,64717,Hyundai Eon 1.0 Kappa Magna + ,Petrol,Delhi,Hyundai
100,1950000,2021,4000,MG Hector Sharp 1.5 Petrol CVT,Petrol,Delhi,MG
101,5491000,2015,20000,Mercedes-Benz S-Class S 350 CDI,Diesel,Delhi,Mercedes-Benz
102,485000,2015,58000,Maruti Suzuki Baleno Delta 1.2,Petrol,Delhi,Maruti Suzuki
103,925000,2015,790000,Toyota Innova 2.5 G BS IV 7 STR,Diesel,Delhi,Toyota
104,150000,2009,43000,Hyundai Santro Xing GLS,Petrol,Delhi,Hyundai
105,365000,2014,51000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
106,595000,2018,19013,Maruti Suzuki Dzire VXi,Petrol,Delhi,Maruti Suzuki
107,265000,2013,68010,Hyundai i20 Magna 1.4 CRDI,Diesel,Delhi,Hyundai
108,735000,2017,42000,Maruti Suzuki Ciaz Zeta 1.4 MT,Petrol,Delhi,Maruti Suzuki
109,550000,2016,49153,Ford EcoSport Titanium 1.5L TDCi,Diesel,Delhi,Ford
110,245000,2016,40822,Datsun redi-GO T ,Petrol,Delhi,Datsun
111,270000,2015,28765,Maruti Suzuki Alto K10 VXi (O) ,Petrol,Delhi,Maruti Suzuki
112,295000,2012,41000,Honda Brio S MT,Petrol,Delhi,Honda
113,525000,2017,27168,Volkswagen Polo Allstar 1.2 (P),Petrol,Delhi,Volkswagen
114,375000,2014,57000,Maruti Suzuki Swift DZire VDI,Diesel,Delhi,Maruti Suzuki
115,400000,2016,33577,Maruti Suzuki Celerio ZXi AMT ,Petrol,Delhi,Maruti Suzuki
116,485000,2015,42000,Honda Jazz V Petrol,Petrol,Delhi,Honda
117,495000,2014,78000,Ford EcoSport Titanium 1.5 TDCi,Diesel,Delhi,Ford
118,880000,2019,5000,Hyundai Elite i20 Asta 1.2 (O) CVT ,Petrol,Delhi,Hyundai
119,250000,2014,4800,Maruti Suzuki Alto 800 Vxi,Petrol,Delhi,Maruti Suzuki
120,1595000,2018,82569,Toyota Innova Crysta 2.8 GX AT 7 STR ,Diesel,Delhi,Toyota
121,585000,2017,14500,Maruti Suzuki Dzire ZXi Plus,Petrol,Delhi,Maruti Suzuki
122,625000,2016,48000,Volkswagen Polo GT TSI,Petrol,Delhi,Volkswagen
123,500000,2012,70000,Hyundai Elantra 1.8 SX MT,Petrol,Delhi,Hyundai
124,375000,2016,61000,Hyundai i10 1.1L iRDE Magna Special Edition,Petrol,Delhi,Hyundai
125,365000,2014,40000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
126,230000,2013,64717,Hyundai Eon 1.0 Kappa Magna + ,Petrol,Delhi,Hyundai
127,599000,2015,67000,Volkswagen Vento Highline Diesel AT,Diesel,Delhi,Volkswagen
128,660000,2018,4008,Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
129,1875000,2014,56000,Mercedes-Benz E-Class E250 CDI Avantgarde,Diesel,Delhi,Mercedes-Benz
130,1950000,2014,55000,BMW 5 Series 520d Luxury Line,Diesel,Delhi,BMW
131,450000,2013,41931,Hyundai Verna Fluidic 1.6 VTVT SX,Petrol,Delhi,Hyundai
132,576000,2020,3800,Maruti Suzuki Swift LXi,Petrol,Delhi,Maruti Suzuki
133,215000,2013,56567,Maruti Suzuki Estilo LXi BS-IV,Petrol,Delhi,Maruti Suzuki
134,475000,2019,11733,Tata Tiago Revotron XZ,Petrol,Delhi,Tata
135,925000,2015,790000,Toyota Innova 2.5 G BS IV 7 STR,Diesel,Delhi,Toyota
136,150000,2009,43000,Hyundai Santro Xing GLS,Petrol,Delhi,Hyundai
137,365000,2014,51000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
138,265000,2013,68010,Hyundai i20 Magna 1.4 CRDI,Diesel,Delhi,Hyundai
139,595000,2018,19013,Maruti Suzuki Dzire VXi,Petrol,Delhi,Maruti Suzuki
140,250000,2014,4800,Maruti Suzuki Alto 800 Vxi,Petrol,Delhi,Maruti Suzuki
141,880000,2019,5000,Hyundai Elite i20 Asta 1.2 (O) CVT ,Petrol,Delhi,Hyundai
142,1595000,2018,82569,Toyota Innova Crysta 2.8 GX AT 7 STR ,Diesel,Delhi,Toyota
143,585000,2017,14500,Maruti Suzuki Dzire ZXi Plus,Petrol,Delhi,Maruti Suzuki
144,375000,2016,61000,Hyundai i10 1.1L iRDE Magna Special Edition,Petrol,Delhi,Hyundai
145,965000,2019,8000,Hyundai Verna EX 1.4 CRDi,Diesel,Delhi,Hyundai
146,165000,2010,70000,Maruti Suzuki Wagon R 1.0 VXi,Petrol,Delhi,Maruti Suzuki
147,550000,2016,49153,Ford EcoSport Titanium 1.5L TDCi,Diesel,Delhi,Ford
148,245000,2016,40822,Datsun redi-GO T ,Petrol,Delhi,Datsun
149,375000,2014,57000,Maruti Suzuki Swift DZire VDI,Diesel,Delhi,Maruti Suzuki
150,270000,2015,28765,Maruti Suzuki Alto K10 VXi (O) ,Petrol,Delhi,Maruti Suzuki
151,485000,2015,42000,Honda Jazz V Petrol,Petrol,Delhi,Honda
152,295000,2012,41000,Honda Brio S MT,Petrol,Delhi,Honda
153,495000,2014,78000,Ford EcoSport Titanium 1.5 TDCi,Diesel,Delhi,Ford
154,525000,2017,27168,Volkswagen Polo Allstar 1.2 (P),Petrol,Delhi,Volkswagen
155,400000,2016,33577,Maruti Suzuki Celerio ZXi AMT ,Petrol,Delhi,Maruti Suzuki
156,735000,2017,42000,Maruti Suzuki Ciaz Zeta 1.4 MT,Petrol,Delhi,Maruti Suzuki
157,2399000,2014,70000,Mercedes-Benz M-Class ML 350 CDI,Diesel,Delhi,Mercedes-Benz
158,475000,2019,11733,Tata Tiago Revotron XZ,Petrol,Delhi,Tata
159,5200000,2017,22000,Mercedes-Benz E-Class E 350 d Exclusive ,Diesel,Delhi,Mercedes-Benz
160,1145000,2019,21963,Honda City VX (O) MT BL,Petrol,Delhi,Honda
161,675000,2016,41000,Skoda Rapid 1.5 TDI CR Style Plus AT,Diesel,Delhi,Skoda
162,500000,2012,84734,Toyota Corolla Altis 1.8 G,Petrol,Delhi,Toyota
163,365000,2014,40000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
164,295000,2012,70000,Maruti Suzuki SX4 VXi,Petrol,Delhi,Maruti Suzuki
165,215000,2013,56567,Maruti Suzuki Estilo LXi BS-IV,Petrol,Delhi,Maruti Suzuki
166,925000,2015,790000,Toyota Innova 2.5 G BS IV 7 STR,Diesel,Delhi,Toyota
167,150000,2009,43000,Hyundai Santro Xing GLS,Petrol,Delhi,Hyundai
168,365000,2014,51000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
169,595000,2018,19013,Maruti Suzuki Dzire VXi,Petrol,Delhi,Maruti Suzuki
170,265000,2013,68010,Hyundai i20 Magna 1.4 CRDI,Diesel,Delhi,Hyundai
171,735000,2017,42000,Maruti Suzuki Ciaz Zeta 1.4 MT,Petrol,Delhi,Maruti Suzuki
172,550000,2016,49153,Ford EcoSport Titanium 1.5L TDCi,Diesel,Delhi,Ford
173,245000,2016,40822,Datsun redi-GO T ,Petrol,Delhi,Datsun
174,270000,2015,28765,Maruti Suzuki Alto K10 VXi (O) ,Petrol,Delhi,Maruti Suzuki
175,295000,2012,41000,Honda Brio S MT,Petrol,Delhi,Honda
176,525000,2017,27168,Volkswagen Polo Allstar 1.2 (P),Petrol,Delhi,Volkswagen
177,375000,2014,57000,Maruti Suzuki Swift DZire VDI,Diesel,Delhi,Maruti Suzuki
178,400000,2016,33577,Maruti Suzuki Celerio ZXi AMT ,Petrol,Delhi,Maruti Suzuki
179,485000,2015,42000,Honda Jazz V Petrol,Petrol,Delhi,Honda
180,495000,2014,78000,Ford EcoSport Titanium 1.5 TDCi,Diesel,Delhi,Ford
181,880000,2019,5000,Hyundai Elite i20 Asta 1.2 (O) CVT ,Petrol,Delhi,Hyundai
182,250000,2014,4800,Maruti Suzuki Alto 800 Vxi,Petrol,Delhi,Maruti Suzuki
183,1595000,2018,82569,Toyota Innova Crysta 2.8 GX AT 7 STR ,Diesel,Delhi,Toyota
184,585000,2017,14500,Maruti Suzuki Dzire ZXi Plus,Petrol,Delhi,Maruti Suzuki
185,625000,2016,48000,Volkswagen Polo GT TSI,Petrol,Delhi,Volkswagen
186,500000,2012,70000,Hyundai Elantra 1.8 SX MT,Petrol,Delhi,Hyundai
187,375000,2016,61000,Hyundai i10 1.1L iRDE Magna Special Edition,Petrol,Delhi,Hyundai
188,599000,2016,68000,Renault Duster 110 PS RXL 4X2 AMT ,Diesel,Delhi,Renault
189,699000,2015,80000,Mahindra XUV500 W8 ,Diesel,Delhi,Mahindra
190,1950000,2013,71000,Mercedes-Benz M-Class ML 350 CDI,Diesel,Delhi,Mercedes-Benz
191,3350000,2017,40000,Mercedes-Benz C-Class C 220 CDI Style,Diesel,Delhi,Mercedes-Benz
192,390000,2015,58000,Honda Amaze 1.2 S i-VTEC,Petrol,Delhi,Honda
193,4800000,2020,15000,Audi A6 45 TFSI Technology,Petrol,Delhi,Audi
194,265000,2016,66170,Renault Kwid RXT ,Petrol,Delhi,Renault
195,1475000,2014,16940,Audi A4 2.0 TDI (143bhp),Diesel,Delhi,Audi
196,215000,2013,56567,Maruti Suzuki Estilo LXi BS-IV,Petrol,Delhi,Maruti Suzuki
197,475000,2019,11733,Tata Tiago Revotron XZ,Petrol,Delhi,Tata
198,150000,2009,43000,Hyundai Santro Xing GLS,Petrol,Delhi,Hyundai
199,925000,2015,790000,Toyota Innova 2.5 G BS IV 7 STR,Diesel,Delhi,Toyota
200,365000,2014,51000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
201,265000,2013,68010,Hyundai i20 Magna 1.4 CRDI,Diesel,Delhi,Hyundai
202,595000,2018,19013,Maruti Suzuki Dzire VXi,Petrol,Delhi,Maruti Suzuki
203,250000,2014,4800,Maruti Suzuki Alto 800 Vxi,Petrol,Delhi,Maruti Suzuki
204,585000,2017,14500,Maruti Suzuki Dzire ZXi Plus,Petrol,Delhi,Maruti Suzuki
205,1595000,2018,82569,Toyota Innova Crysta 2.8 GX AT 7 STR ,Diesel,Delhi,Toyota
206,880000,2019,5000,Hyundai Elite i20 Asta 1.2 (O) CVT ,Petrol,Delhi,Hyundai
207,735000,2017,42000,Maruti Suzuki Ciaz Zeta 1.4 MT,Petrol,Delhi,Maruti Suzuki
208,550000,2016,49153,Ford EcoSport Titanium 1.5L TDCi,Diesel,Delhi,Ford
209,245000,2016,40822,Datsun redi-GO T ,Petrol,Delhi,Datsun
210,525000,2017,27168,Volkswagen Polo Allstar 1.2 (P),Petrol,Delhi,Volkswagen
211,375000,2014,57000,Maruti Suzuki Swift DZire VDI,Diesel,Delhi,Maruti Suzuki
212,400000,2016,33577,Maruti Suzuki Celerio ZXi AMT ,Petrol,Delhi,Maruti Suzuki
213,270000,2015,28765,Maruti Suzuki Alto K10 VXi (O) ,Petrol,Delhi,Maruti Suzuki
214,295000,2012,41000,Honda Brio S MT,Petrol,Delhi,Honda
215,485000,2015,42000,Honda Jazz V Petrol,Petrol,Delhi,Honda
216,495000,2014,78000,Ford EcoSport Titanium 1.5 TDCi,Diesel,Delhi,Ford
217,165000,2010,70000,Maruti Suzuki Wagon R 1.0 VXi,Petrol,Delhi,Maruti Suzuki
218,625000,2016,48000,Volkswagen Polo GT TSI,Petrol,Delhi,Volkswagen
219,500000,2012,70000,Hyundai Elantra 1.8 SX MT,Petrol,Delhi,Hyundai
220,1695000,2020,10300,MG Hector Smart 1.5 DCT Petrol ,Petrol,Delhi,MG
221,2800000,2020,24000,Audi A3 35 TDI Premium Plus + Sunroof,Diesel,Delhi,Audi
222,1990000,2016,53840,Toyota Fortuner 3.0 4x2 MT,Diesel,Delhi,Toyota
223,1325000,2018,33000,Mahindra Scorpio S7 140 2WD 7 STR,Diesel,Delhi,Mahindra
224,5200000,2017,22000,Mercedes-Benz E-Class E 350 d Exclusive ,Diesel,Delhi,Mercedes-Benz
225,415000,2014,66500,Ford EcoSport Trend 1.5 TDCi,Diesel,Delhi,Ford
226,475000,2019,11733,Tata Tiago Revotron XZ,Petrol,Delhi,Tata
227,1145000,2019,21963,Honda City VX (O) MT BL,Petrol,Delhi,Honda
228,215000,2013,56567,Maruti Suzuki Estilo LXi BS-IV,Petrol,Delhi,Maruti Suzuki
229,925000,2015,790000,Toyota Innova 2.5 G BS IV 7 STR,Diesel,Delhi,Toyota
230,150000,2009,43000,Hyundai Santro Xing GLS,Petrol,Delhi,Hyundai
231,365000,2014,51000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
232,595000,2018,19013,Maruti Suzuki Dzire VXi,Petrol,Delhi,Maruti Suzuki
233,265000,2013,68010,Hyundai i20 Magna 1.4 CRDI,Diesel,Delhi,Hyundai
234,735000,2017,42000,Maruti Suzuki Ciaz Zeta 1.4 MT,Petrol,Delhi,Maruti Suzuki
235,550000,2016,49153,Ford EcoSport Titanium 1.5L TDCi,Diesel,Delhi,Ford
236,245000,2016,40822,Datsun redi-GO T ,Petrol,Delhi,Datsun
237,270000,2015,28765,Maruti Suzuki Alto K10 VXi (O) ,Petrol,Delhi,Maruti Suzuki
238,295000,2012,41000,Honda Brio S MT,Petrol,Delhi,Honda
239,525000,2017,27168,Volkswagen Polo Allstar 1.2 (P),Petrol,Delhi,Volkswagen
240,375000,2014,57000,Maruti Suzuki Swift DZire VDI,Diesel,Delhi,Maruti Suzuki
241,400000,2016,33577,Maruti Suzuki Celerio ZXi AMT ,Petrol,Delhi,Maruti Suzuki
242,485000,2015,42000,Honda Jazz V Petrol,Petrol,Delhi,Honda
243,495000,2014,78000,Ford EcoSport Titanium 1.5 TDCi,Diesel,Delhi,Ford
244,880000,2019,5000,Hyundai Elite i20 Asta 1.2 (O) CVT ,Petrol,Delhi,Hyundai
245,250000,2014,4800,Maruti Suzuki Alto 800 Vxi,Petrol,Delhi,Maruti Suzuki
246,1595000,2018,82569,Toyota Innova Crysta 2.8 GX AT 7 STR ,Diesel,Delhi,Toyota
247,585000,2017,14500,Maruti Suzuki Dzire ZXi Plus,Petrol,Delhi,Maruti Suzuki
248,625000,2016,48000,Volkswagen Polo GT TSI,Petrol,Delhi,Volkswagen
249,500000,2012,70000,Hyundai Elantra 1.8 SX MT,Petrol,Delhi,Hyundai
250,375000,2016,61000,Hyundai i10 1.1L iRDE Magna Special Edition,Petrol,Delhi,Hyundai
251,475000,2019,11733,Tata Tiago Revotron XZ,Petrol,Delhi,Tata
252,699000,2015,80000,Mahindra XUV500 W8 ,Diesel,Delhi,Mahindra
253,775000,2016,37555,Hyundai Verna 1.6 CRDI SX (O) AT,Diesel,Delhi,Hyundai
254,950000,2018,16000,Maruti Suzuki Vitara Brezza ZDi Plus AGS,Diesel,Delhi,Maruti Suzuki
255,495000,2019,32957,Hyundai Santro Magna ,Petrol,Delhi,Hyundai
256,1475000,2014,16940,Audi A4 2.0 TDI (143bhp),Diesel,Delhi,Audi
257,7200000,2020,42000,Land Rover Range Rover Velar 2.0 R-Dynamic SE Diesel 180,Diesel,Delhi,Land Rover
258,990000,2009,45000,Audi A6 3.0 TDI quattro Premium,Diesel,Delhi,Audi
259,215000,2013,56567,Maruti Suzuki Estilo LXi BS-IV,Petrol,Delhi,Maruti Suzuki
260,150000,2009,43000,Hyundai Santro Xing GLS,Petrol,Delhi,Hyundai
261,925000,2015,790000,Toyota Innova 2.5 G BS IV 7 STR,Diesel,Delhi,Toyota
262,365000,2014,51000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
263,265000,2013,68010,Hyundai i20 Magna 1.4 CRDI,Diesel,Delhi,Hyundai
264,595000,2018,19013,Maruti Suzuki Dzire VXi,Petrol,Delhi,Maruti Suzuki
265,250000,2014,4800,Maruti Suzuki Alto 800 Vxi,Petrol,Delhi,Maruti Suzuki
266,585000,2017,14500,Maruti Suzuki Dzire ZXi Plus,Petrol,Delhi,Maruti Suzuki
267,1595000,2018,82569,Toyota Innova Crysta 2.8 GX AT 7 STR ,Diesel,Delhi,Toyota
268,880000,2019,5000,Hyundai Elite i20 Asta 1.2 (O) CVT ,Petrol,Delhi,Hyundai
269,735000,2017,42000,Maruti Suzuki Ciaz Zeta 1.4 MT,Petrol,Delhi,Maruti Suzuki
270,550000,2016,49153,Ford EcoSport Titanium 1.5L TDCi,Diesel,Delhi,Ford
271,245000,2016,40822,Datsun redi-GO T ,Petrol,Delhi,Datsun
272,525000,2017,27168,Volkswagen Polo Allstar 1.2 (P),Petrol,Delhi,Volkswagen
273,375000,2014,57000,Maruti Suzuki Swift DZire VDI,Diesel,Delhi,Maruti Suzuki
274,400000,2016,33577,Maruti Suzuki Celerio ZXi AMT ,Petrol,Delhi,Maruti Suzuki
275,270000,2015,28765,Maruti Suzuki Alto K10 VXi (O) ,Petrol,Delhi,Maruti Suzuki
276,295000,2012,41000,Honda Brio S MT,Petrol,Delhi,Honda
277,485000,2015,42000,Honda Jazz V Petrol,Petrol,Delhi,Honda
278,495000,2014,78000,Ford EcoSport Titanium 1.5 TDCi,Diesel,Delhi,Ford
279,165000,2010,70000,Maruti Suzuki Wagon R 1.0 VXi,Petrol,Delhi,Maruti Suzuki
280,625000,2016,48000,Volkswagen Polo GT TSI,Petrol,Delhi,Volkswagen
281,500000,2012,70000,Hyundai Elantra 1.8 SX MT,Petrol,Delhi,Hyundai
282,230000,2013,64717,Hyundai Eon 1.0 Kappa Magna + ,Petrol,Delhi,Hyundai
283,2399000,2014,70000,Mercedes-Benz M-Class ML 350 CDI,Diesel,Delhi,Mercedes-Benz
284,599000,2016,68000,Renault Duster 110 PS RXL 4X2 AMT ,Diesel,Delhi,Renault
285,365000,2014,40000,Hyundai Grand i10 Magna 1.2 Kappa VTVT ,Petrol,Delhi,Hyundai
286,475000,2019,11733,Tata Tiago Revotron XZ,Petrol,Delhi,Tata
287,7300000,2016,23000,Ford Mustang GT Fastback 5.0L v8,Petrol,Delhi,Ford
